category,page_url,page_title,content_id,guidance_proposition_id,guidance_proposition_text,section_locator,source_paragraphs,comparison_id,relationship,confidence,cosine_score,bert_score_f1,explanation,assessment_status,coverage_result,candidate_count,reportable_comparison_count,ungrounded_candidate_count,law_proposition_id,law_proposition_text,law_source_record_id,law_name,law_url,law_provision_url,law_short_name,law_label,law_fragment_locator
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-16,"A farmer must not make or store any silage, or unwrap baled silage, within 10 metres of inland or coastal waters.",section:rules-for-making-and-storing-silage,"You must not make or store any silage, or unwrap baled silage within 10 metres of inland or coastal waters.",m-079e450b,GROUNDED,high,0.7513,,"This provision directly prohibits opening or removing the wrapping of a silage bale within 10 metres of inland freshwaters or coastal waters, which precisely matches the guidance's unwrapping element. The guidance accurately reflects this part of the law.",COMPLETE,HAS_REPORTABLE_COMPARISON,5,4,1,bcand:19f24cc250e33a66,A person who has custody or control of a silage bale must not open or remove the wrapping of the bale within 10 metres of any inland freshwaters or coastal waters which silage effluent could enter as a result.,lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/regulation/3/4,,,regulation:3:paragraph:4
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-16,"A farmer must not make or store any silage, or unwrap baled silage, within 10 metres of inland or coastal waters.",section:rules-for-making-and-storing-silage,"You must not make or store any silage, or unwrap baled silage within 10 metres of inland or coastal waters.",m-27321bb8,GROUNDED,high,0.7419,,"This provision requires silage bales to be stored at least 10 metres from inland freshwaters or coastal waters that effluent could enter, directly matching the guidance's storage element for baled silage. The guidance accurately reflects this requirement.",COMPLETE,HAS_REPORTABLE_COMPARISON,5,4,1,bcand:548bf1dcf895bf65,Silage bales must be stored at least 10 metres from any inland freshwaters or coastal waters that effluent escaping from the bales could enter.,lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/regulation/3/1,,,regulation:3:paragraph:1:subparagraph:b:item:ii
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-16,"A farmer must not make or store any silage, or unwrap baled silage, within 10 metres of inland or coastal waters.",section:rules-for-making-and-storing-silage,"You must not make or store any silage, or unwrap baled silage within 10 metres of inland or coastal waters.",m-d009bf8c,GUIDANCE_INCOMPLETE,high,0.774,,"This provision requires field silage/open-land silage to be at least 10 metres from inland/coastal waters AND at least 50 metres from protected water supply abstraction points. The guidance only states the 10-metre rule and omits the 50-metre requirement for protected water supply sources, meaning the guidance falls short of the full legal requirement.",COMPLETE,HAS_REPORTABLE_COMPARISON,5,4,1,bcand:3ac3047dcfb92297,"Where silage is a crop being made into field silage or silage being stored on open land, the place must be at least 10 metres from any inland freshwaters or coastal waters, and at least 50 metres from the nearest relevant abstraction point of any protected water supply source that silage effluent could enter if it escaped.",lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/regulation/3/1,,,regulation:3:paragraph:1:subparagraph:c:item:ii
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-16,"A farmer must not make or store any silage, or unwrap baled silage, within 10 metres of inland or coastal waters.",section:rules-for-making-and-storing-silage,"You must not make or store any silage, or unwrap baled silage within 10 metres of inland or coastal waters.",m-e72802f1,GUIDANCE_INCOMPLETE,high,0.7602,,"Like bcand:3ac3047dcfb92297, this provision requires both the 10-metre rule from inland/coastal waters and the 50-metre rule from protected water supply abstraction points. The guidance only captures the 10-metre element and omits the 50-metre requirement, leaving the guidance incomplete relative to the full legal obligation.",COMPLETE,HAS_REPORTABLE_COMPARISON,5,4,1,bcand:e7815975e831a82a,"A person who has custody or control of field silage or silage stored on open land must ensure that the place is at least 10 metres from any inland freshwaters or coastal waters, and at least 50 metres from the nearest relevant abstraction point of any protected water supply source that silage effluent could enter if it escaped.",lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/regulation/3/1,,,regulation:3:paragraph:1:subparagraph:c:item:ii
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-17,A farmer must not store field silage within 50 metres of a protected water supply source.,section:rules-for-making-and-storing-silage,"In addition, you must not store field silage within 50 metres of a protected water supply source.",m-0b9808cf,GROUNDED,high,0.7678,,"The neighbouring proposition 'A farmer must not make or store any silage, or unwrap baled silage, within 10 metres of inland or coastal waters' directly covers the missing 10-metre requirement for inland/coastal waters identified in the verdict, resolving the specific incompleteness concern.",COMPLETE,HAS_REPORTABLE_COMPARISON,3,1,2,bcand:e7815975e831a82a,"A person who has custody or control of field silage or silage stored on open land must ensure that the place is at least 10 metres from any inland freshwaters or coastal waters, and at least 50 metres from the nearest relevant abstraction point of any protected water supply source that silage effluent could enter if it escaped.",lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/regulation/3/1,,,regulation:3:paragraph:1:subparagraph:c:item:ii
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-18,"A protected water supply source is any place where water is abstracted for human consumption, use in farm dairies, or human food preparation.",,"In addition, you must not store field silage within 50 metres of a protected water supply source. This is any place where water is abstracted (taken) for any of the following purposes:
human consumption
use in farm dairies
human food preparation",,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,4,0,4,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-19,All parts of a silo must be resistant to attack.,section:rules-for-making-and-storing-silage,All parts of a silo must be resistant to attack.,m-5933dc0c,GUIDANCE_BROADER,high,0.736,,"The law applies only 'so far as reasonably practicable' and specifies particular components (base, walls, effluent tank, channels, pipe walls), whereas the guidance states that 'all parts' must be resistant without qualification — this exceeds both the scope and the qualified standard set by the law.",COMPLETE,HAS_REPORTABLE_COMPARISON,1,1,0,bcand:2181b26c3878844f,"The base and walls of a silo, its effluent tank and channels, and the walls of any pipes must, so far as reasonably practicable, be resistant to attack by silage effluent.",lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/schedule/1/paragraph/5,,,schedule:1:paragraph:5
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-2,"A land manager must follow the rules for storing silage, slurry or agricultural fuel oil.",,"You must make sure you meet the rules if you're a:
farmer
land manager
tenant farmer – unless you can prove someone else, for example the leaseholder, is jointly or wholly responsible",,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,2,0,2,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-20,A silo must have an impermeable base extending beyond any walls.,,"Your silo must have:
an impermeable base extending beyond any walls
impermeable drainage collection channels around the outside, flowing into an effluent tank",m-e11cb235,GUIDANCE_BROADER,high,0.7462,,"This clause requires the base to extend beyond any walls, which the guidance reflects accurately. However, the guidance adds the impermeability requirement not present in this clause, making the guidance broader than this provision alone.",COMPLETE,HAS_REPORTABLE_COMPARISON,6,2,4,bcand:a98594415647ccc5,The base of a silo must extend beyond any walls of the silo.,lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/schedule/1/paragraph/2,,,schedule:1:paragraph:2:subparagraph:a
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-20,A silo must have an impermeable base extending beyond any walls.,,"Your silo must have:
an impermeable base extending beyond any walls
impermeable drainage collection channels around the outside, flowing into an effluent tank",m-60aa2a82,GUIDANCE_INCOMPLETE,high,0.7339,,"This clause requires impermeability of the silo base (among other components), which the guidance captures for the base, but the guidance omits the impermeability requirements for the effluent tank, channels, and pipe walls also mandated by this provision.",COMPLETE,HAS_REPORTABLE_COMPARISON,6,2,4,bcand:1ac481b4a55e5229,"The base of the silo, the base and walls of its effluent tank and channels, and the walls of any pipes must be impermeable.",lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/schedule/1/paragraph/4,,,schedule:1:paragraph:4:subparagraph:2
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-21,"A silo must have impermeable drainage collection channels around the outside, flowing into an effluent tank.",,"Your silo must have:
an impermeable base extending beyond any walls
impermeable drainage collection channels around the outside, flowing into an effluent tank",m-365694c9,GROUNDED,high,0.7609,,"This provision requires drainage from perimeter channels to an effluent tank via a channel or pipe, which matches the guidance's statement that drainage channels must flow into an effluent tank. The guidance accurately reflects this legal requirement.",COMPLETE,HAS_REPORTABLE_COMPARISON,3,3,0,bcand:f06816e1fdb476ed,The base of a silo must have adequate provision for the drainage of silage effluent from the perimeter channels to an effluent tank through a channel or pipe.,lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/schedule/1/paragraph/2,,,schedule:1:paragraph:2:subparagraph:c
